image_id,bin,cbc_mean_score,cbc_positive_fraction,n_points
1hrCLTP_Tom20600_015_d2.tif_d1_localizations.csv,0_30,0.20155511873700627,0.125,16
1hrCLTP_Tom20600_015_d2.tif_d1_localizations.csv,30_60,0.0,0.0,4
1hrCLTP_Tom20600_015_d2.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20600_015_d2.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20600_015_d3.tif_d1_localizations.csv,whole_image,0.0,0.0,13
1hrCLTP_Tom20600_015_d3.tif_d1_localizations.csv,0_30,0.0,0.0,10
1hrCLTP_Tom20600_015_d3.tif_d1_localizations.csv,30_60,0.0,0.0,3
1hrCLTP_Tom20600_015_d3.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20600_015_d3.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20600_016_d1.tif_d1_localizations.csv,whole_image,0.0,0.0,42
1hrCLTP_Tom20600_016_d1.tif_d1_localizations.csv,0_30,0.0,0.0,10
1hrCLTP_Tom20600_016_d1.tif_d1_localizations.csv,30_60,0.0,0.0,13
1hrCLTP_Tom20600_016_d1.tif_d1_localizations.csv,60_90,0.0,0.0,19
1hrCLTP_Tom20600_016_d1.tif_d1_localizations.csv,90_120,0.0,0.0,0
