"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098840","BP","GO:0098840","protein transport along microtubule","5/927","14/10713",0.00495065260460967,0.0812460594358612,0.0699099516126714,"Kif5c/Kif3a/Map1a/Myo5a/Kif1a",5
"GO:0099118","BP","GO:0099118","microtubule-based protein transport","5/927","14/10713",0.00495065260460967,0.0812460594358612,0.0699099516126714,"Kif5c/Kif3a/Map1a/Myo5a/Kif1a",5
"GO:1901632","BP","GO:1901632","regulation of synaptic vesicle membrane organization","5/927","14/10713",0.00495065260460967,0.0812460594358612,0.0699099516126714,"Erc1/Cacna1b/Grik5/Erc2/Vamp1",5
"GO:1901699","BP","GO:1901699","cellular response to nitrogen compound","54/927","439/10713",0.00502779119347773,0.0817222125956258,0.0703196680295721,"Casp7/Htr3a/Trpm4/Chrm3/Tnf/Mdm2/Pip4k2b/Vcam1/Lpl/Nfkb1/Eif4ebp1/Apc/Atp2b4/Ipo5/Prkcb/Ripk2/Atp1a3/Vamp2/Rgs4/Cacna2d1/Icam1/Hsp90b1/Epha4/Hcn2/Prmt5/Jak2/Tsc2/Myo1c/Pak1/Grm5/Pik3ca/Myo5a/Zdhhc7/Marcks/Gnai3/Ywhag/Rock1/Plcb1/Akap9/Nr4a2/Mef2c/Pten/Gabrb1/Vps35/Cav1/Ncl/Ndel1/Pde4b/Egr1/Fyn/Hdac2/Nsg1/Sox9/Mapk1",54
"GO:0006913","BP","GO:0006913","nucleocytoplasmic transport","37/927","277/10713",0.00512099791456841,0.0827848277004552,0.0712340184741024,"Cdkn1a/Mdm2/Malt1/Ppp1r12a/Nfkbia/Nup50/Adar/Stk4/Ipo5/Akap5/Setd2/Kpna4/Hsp90aa1/Egr2/Uhmk1/Rbm15b/Jak2/Ddx19b/Tsc2/Ranbp6/Nop9/Tnpo3/Pkia/Ing1/Rae1/Rbm8a/Hsp90ab1/Akap1/Gle1/Wnk1/Hnrnpa2b1/Abce1/Stradb/Bag3/Tnfrsf1a/Hspa9/Mapk1",37
"GO:0051169","BP","GO:0051169","nuclear transport","37/927","277/10713",0.00512099791456841,0.0827848277004552,0.0712340184741024,"Cdkn1a/Mdm2/Malt1/Ppp1r12a/Nfkbia/Nup50/Adar/Stk4/Ipo5/Akap5/Setd2/Kpna4/Hsp90aa1/Egr2/Uhmk1/Rbm15b/Jak2/Ddx19b/Tsc2/Ranbp6/Nop9/Tnpo3/Pkia/Ing1/Rae1/Rbm8a/Hsp90ab1/Akap1/Gle1/Wnk1/Hnrnpa2b1/Abce1/Stradb/Bag3/Tnfrsf1a/Hspa9/Mapk1",37
"GO:0002367","BP","GO:0002367","cytokine production involved in immune response","14/927","76/10713",0.00514466913408426,0.0829421048202364,0.0713693510171209,"Kit/Vsir/Trpm4/Tnf/Malt1/Arid5a/Inava/Rsad2/Ripk2/Stard7/Hmox1/Panx1/Ube2j1/Hk1",14
"GO:0051402","BP","GO:0051402","neuron apoptotic process","36/927","268/10713",0.00521472565565649,0.0836183367264163,0.0719512295742871,"Lcn2/Casp7/Adam8/Tnf/Star/Kdr/Fbxw7/Ccl3/Zfp110/Btg2/Chl1/Kras/Nrp1/Jak2/Pak3/Pik3ca/Trim2/Grik5/Kcnma1/Hmox1/Nefl/Tnfrsf21/Fas/Hsp90ab1/Rock1/Nr4a2/F2r/Mef2c/Egr1/Fyn/Stxbp1/Tnfrsf1a/Map2k4/Gpi1/Srpk2/Set",36
"GO:1990778","BP","GO:1990778","protein localization to cell periphery","41/927","315/10713",0.00525680922957302,0.0840431220634773,0.0723167454228823,"Wdr59/Sytl2/Tnf/Gpc6/Rab3c/Sec16a/Atp2b4/Macf1/Nptxr/Akap5/Vamp2/Lin7a/Lin7c/Pacs1/Pip5k1a/Tsc2/Zdhhc2/Hycc2/Myo5a/Nfasc/Hectd1/Rabep1/Zdhhc7/Gphn/Gnai1/Stx1b/Blzf1/Rock1/Dpp6/Wnk1/Clip1/Vps35/Kif1b/Stxbp1/Sacm1l/Tnfrsf1a/Nsf/Nsg1/Prepl/Cltc/Atp1b1",41
"GO:0045216","BP","GO:0045216","cell-cell junction organization","19/927","117/10713",0.00536455772335423,0.0847339575357836,0.0729111899384267,"Cdh6/Abcc8/Mpp7/Tnf/Inava/Nectin1/Ext1/Epha4/Ptpro/Cdh9/Myo1c/Lims1/Nfasc/Cxadr/Rock1/F2r/Ajm1/Cav1/Actg1",19
"GO:1902075","BP","GO:1902075","cellular response to salt","21/927","134/10713",0.00539824674837149,0.0847339575357836,0.0729111899384267,"Trpm4/Chrm3/Syt6/Syt4/Atp2b4/Prkcb/Akap5/Hnrnpa1/Hsp90b1/Stk39/Fosb/Pik3ca/Fas/Plcb1/Wnk1/Mef2c/Asph/Egr1/Fyn/Fos/Syt11",21
"GO:0009306","BP","GO:0009306","protein secretion","36/927","269/10713",0.00553636423322536,0.0860367040894707,0.0740321667484312,"Trpm4/Abcc8/Chrm3/Tnf/Syt4/Gipr/Rbp4/Epha5/Anxa1/Selenot/Nr1d1/Plek/Rab3c/Sox4/Rsad2/Prkcb/Akap5/Frmd4a/Clstn3/Myh10/Pclo/Cd200/Jak2/Ahi1/Myo5a/Hmgcr/Plcb1/F2r/Dnm1l/Oga/Vps35/Prkce/Pafah1b1/Copg2/Tm7sf3/Nnat",36
"GO:0035592","BP","GO:0035592","establishment of protein localization to extracellular region","36/927","269/10713",0.00553636423322536,0.0860367040894707,0.0740321667484312,"Trpm4/Abcc8/Chrm3/Tnf/Syt4/Gipr/Rbp4/Epha5/Anxa1/Selenot/Nr1d1/Plek/Rab3c/Sox4/Rsad2/Prkcb/Akap5/Frmd4a/Clstn3/Myh10/Pclo/Cd200/Jak2/Ahi1/Myo5a/Hmgcr/Plcb1/F2r/Dnm1l/Oga/Vps35/Prkce/Pafah1b1/Copg2/Tm7sf3/Nnat",36
"GO:0048483","BP","GO:0048483","autonomic nervous system development","6/927","20/10713",0.00555355427304703,0.0860367040894707,0.0740321667484312,"Sox4/Vcam1/Egr2/Plxna4/Nrp1/Sox11",6
"GO:0030036","BP","GO:0030036","actin cytoskeleton organization","58/927","481/10713",0.00570757492123461,0.0872862807363103,0.0751073923473519,"Kit/Dpysl3/Jmy/Tnf/Fmnl2/Mical1/Mical3/Epha5/Anxa1/Plek/Cracd/Taok1/Rnd3/Shtn1/Kras/Bcr/Cyfip2/Pakap/Rictor/Arfgef1/Rgs4/Icam1/Cyria/Akap11/Pip5k1a/Hsp90b1/Mtpn/Myh10/Nrp1/Hip1r/Cap1/Enah/Trf/Ppp1r9a/Myo1c/Pak3/Pak1/Pik3ca/Myo5a/Rufy3/Tagln2/Cxadr/Rac3/Marcks/Sptan1/Trim27/Wipf3/Sh3gl2/Cd47/Rock1/Sptbn2/Mef2c/Prkce/Pafah1b1/Pls3/Myo6/Hdac2/Actg1",58
"GO:0008037","BP","GO:0008037","cell recognition","14/927","77/10713",0.00580111515376386,0.0880378419636255,0.0757540896690484,"Ptx3/Ywhaz/Gap43/Cct8/Ncam1/Ext1/Epha4/Nrp1/L1cam/Nrcam/Tnfrsf21/Dscam/Cd47/Tcp1",14
"GO:0035725","BP","GO:0035725","sodium ion transmembrane transport","15/927","85/10713",0.00583771714531459,0.0883678862531208,0.0760380835078742,"Trpm4/Slc24a2/Atp2b4/Slc6a6/Fgf11/Atp1a3/Hcn2/Slc6a17/Stk39/Slc6a8/Slc24a3/Plcb1/Wnk1/Slc9a6/Atp1b1",15
"GO:0040013","BP","GO:0040013","negative regulation of locomotion","31/927","224/10713",0.00594275435108297,0.0897295574482045,0.0772097633163678,"Fgf2/Sema3d/Acan/Dpysl3/Abcc8/Nexmif/Tnf/Trp53inp1/Scai/Srgap2/Atp2b4/Bcr/Epha4/Nrp1/Cd200/Dusp1/Slit1/Igfbp3/Ing1/Fas/Serpinf1/Plcb1/Sin3a/Gtpbp4/Mef2c/Tcaf1/Pten/Gna13/Cav1/Ptn/Hdac2",31
"GO:0050885","BP","GO:0050885","neuromuscular process controlling balance","10/927","47/10713",0.006044479530684,0.0904604885854584,0.0778387090251496,"Herc1/Bcr/Myh10/Myo5a/Rac3/Kcnma1/Nefl/Ap1s2/Rbfox2/Pafah1b1",10
"GO:0071692","BP","GO:0071692","protein localization to extracellular region","36/927","271/10713",0.00622998769050915,0.0915115969650345,0.0787431582558701,"Trpm4/Abcc8/Chrm3/Tnf/Syt4/Gipr/Rbp4/Epha5/Anxa1/Selenot/Nr1d1/Plek/Rab3c/Sox4/Rsad2/Prkcb/Akap5/Frmd4a/Clstn3/Myh10/Pclo/Cd200/Jak2/Ahi1/Myo5a/Hmgcr/Plcb1/F2r/Dnm1l/Oga/Vps35/Prkce/Pafah1b1/Copg2/Tm7sf3/Nnat",36
"GO:0003300","BP","GO:0003300","cardiac muscle hypertrophy","13/927","70/10713",0.0064186039958612,0.0938188579149343,0.0807284914829251,"Fbxo32/Atp2b4/Jarid2/Rgs4/Tomm70a/Inpp5f/Mtpn/Pak1/Rock1/Akap1/Mef2c/Tnfrsf1a/Map2k4",13
"GO:0030001","BP","GO:0030001","metal ion transport","59/927","494/10713",0.00653076682325331,0.0947598337354487,0.0815381747406441,"Slc17a6/Fgf2/Cd84/Lcn2/Trpm4/Abcc8/Cxcl10/Calcrl/Slc12a6/Slc24a2/Atp2b4/Prkcb/Cacna1b/Nectin1/Akap5/Slc6a6/Fgf11/Cntn1/Atp1a3/Vamp2/Rgs4/Cacna2d1/Icam1/Hcn2/Slc6a17/Stk39/Lmtk2/Trf/Slc6a8/Slc24a3/Myo5a/Mrs2/Kcnma1/Orai3/Panx1/Trim27/Plcb1/Dpp6/Akap9/F2r/Wnk1/Afg3l2/Dnm1l/Magt1/Asph/Slc9a6/Pten/Oga/Slc30a9/Cav1/Itgav/Prkce/Pde4b/Fyn/Nsf/Tspan13/Slc39a6/Cltc/Atp1b1",59
"GO:0001764","BP","GO:0001764","neuron migration","22/927","145/10713",0.006598019933219,0.095502726478637,0.0821774130752823,"Cep85l/Nexmif/Mdga2/Nav1/Chl1/Shtn1/Plxna1/Hsp90aa1/Ntrk3/Lrig2/Dclk1/Myh10/Pcm1/Nrp1/Spock1/Nr4a2/Fbxo45/Mef2c/Mapt/Ndel1/Fyn/Pafah1b1",22
"GO:0007586","BP","GO:0007586","digestion","10/927","48/10713",0.0070580384723118,0.0994982722080163,0.085615467924301,"Chrm3/Rbp4/Cracd/Inava/Hip1r/Stk39/Kcnma1/Acat2/Wnk1/Sox9",10
"GO:0097060","CC","GO:0097060","synaptic membrane","66/927","377/10713",1.79136315688385e-08,1.52240277432886e-05,1.309984816831e-05,"Htr3a/Chrm3/Ppfia2/Syt6/Slc2a3/Anxa1/Slc16a3/Sorcs3/Snap91/Arc/Tenm2/Fosl1/Srgap2/Atp2b4/Igsf9b/Nectin1/Atad1/Akap5/Slc6a6/Cntn1/Atp1a3/Ntrk3/Lin7a/Cacna2d1/Lin7c/Adam23/Napb/Ncam1/Clstn3/Epha4/Igsf21/Exoc3/Nrp1/Hip1r/Ptpro/Slc6a8/Cdh9/L1cam/Grm5/Nrcam/Grik5/Gphn/Kcnma1/Erc2/Marcks/Stx1b/Mtmr2/Clstn2/Dnm3/Akap9/Akap1/F2r/Fbxo45/Cnksr2/Pip5k1c/Dnm1l/Pten/Gabrb1/Stxbp1/Clcn3/Canx/Atp6ap2/Rab5a/Nsg1/Cltc/Syt11",66
"GO:0098984","CC","GO:0098984","neuron to neuron synapse","63/927","381/10713",3.26264435595265e-07,0.000121309195459764,0.000104383154624985,"Chrm3/Erc1/Slc16a3/Sorcs3/Snap91/Arc/Srgap2/Ywhaz/Igsf9b/Macf1/Gap43/Nectin1/Bcr/Map1b/Akap5/Nefm/Atp1a3/Hnrnpa3/Plxna4/Clstn3/Dclk1/Epha4/Pclo/Hip1r/Ptpro/Syn2/Ablim1/Cdh9/Ppp1r9a/Tsc2/Pak3/Map2/Pak1/Zdhhc2/Grm5/Map1a/Nrcam/Eif3a/Grik5/Gphn/Mtmr2/Clstn2/Syn1/Dst/Dnm3/Dynll2/Sh3gl2/Akap9/Fbxo45/Cnksr2/Hnrnpa2b1/Pip5k1c/Mapt/Dnajb1/Anks1b/Vps35/Pde4b/Ina/Fyn/Myo6/Synpr/Mapk1/Syt11",63
"GO:0099503","CC","GO:0099503","secretory vesicle","61/927","369/10713",5.08696817992968e-07,0.000159275651065272,0.00013705222304154,"Slc17a6/Clcn5/Kit/Dpysl3/Abcc8/Sytl2/Adam8/Calcrl/Tnf/Ppfia2/Syt6/Syt4/Sv2b/Erc1/Slc2a3/Rab3c/Snap91/Lnpep/Apc/Clcn4/Svop/Vps13a/Vamp2/Cacna2d1/Exoc3/Slc6a17/Syn2/Myo5a/Igfbp3/Ap2a2/Cxadr/Gars/Abca3/Mtmr2/Syn1/Fas/Dmxl2/Gnai3/Sh3gl2/Sptbn2/Vamp1/Scamp1/Dnm1l/Cav1/Scg2/Ndel1/Pde4b/Kif1a/Stxbp1/Clcn3/Chgb/Cadps/Atp6ap2/Synpr/Scamp5/Atp8a1/Rab5a/Tcp1/Atp6v0e2/Cltc/Syt11",61
"GO:0099572","CC","GO:0099572","postsynaptic specialization","61/927","369/10713",5.08696817992968e-07,0.000159275651065272,0.00013705222304154,"Chrm3/Ppfia2/Erc1/Slc16a3/Sorcs3/Snap91/Arc/Srgap2/Ywhaz/Igsf9b/Macf1/Gap43/Bcr/Map1b/Akap5/Nefm/Hnrnpa3/Clstn3/Dclk1/Epha4/Pclo/Hip1r/Ptpro/Erbin/Syn2/Ablim1/Ppp1r9a/Tsc2/Pak3/Map2/Pak1/Zdhhc2/Grm5/Map1a/Nrcam/Eif3a/Grik5/Gphn/Mtmr2/Clstn2/Syn1/Dst/Dnm3/Dynll2/Akap9/Akap1/Fbxo45/Cnksr2/Hnrnpa2b1/Pip5k1c/Mapt/Dnajb1/Anks1b/Gabrb1/Vps35/Pde4b/Ina/Fyn/Myo6/Mapk1/Syt11",61
"GO:0150034","CC","GO:0150034","distal axon","52/927","301/10713",9.20000947036721e-07,0.000273654281696073,0.000235471821338925,"Dpysl3/Chrm3/Mical1/Kif5c/Stmn2/Snap91/Tubb3/Crmp1/Prss12/Shtn1/Apc/Prkcb/Cacna1b/Nectin1/Map1b/Hsp90aa1/Atp1a3/Calb2/Lrig2/Aak1/Ncam1/Dclk1/Myh10/Epha4/Pclo/Nrp1/Lmtk2/Ppp1r9a/Tsc2/Map2/Pak1/L1cam/Rufy3/Grik5/Cxadr/Rac3/Kcnma1/Erc2/Marcks/Nefl/Hsp90ab1/Dscam/Mapt/Slc9a6/Ndel1/Clcn3/Pafah1b1/Copg2/Rab5a/Klc1/Actg1/Syt11",52
"GO:0099522","CC","GO:0099522","cytosolic region","15/927","45/10713",2.94729979997274e-06,0.000515690779706995,0.000443737428088775,"Ppfia2/Kif5c/Erc1/Eif4ebp1/Prkcb/Rabep1/Marcks/Sh3gl2/Plcb1/Fbxo45/Hnrnpa2b1/Anks1b/Pten/Prkce/Stxbp1",15
"GO:0030427","CC","GO:0030427","site of polarized growth","36/927","187/10713",3.62050698044792e-06,0.000566799895439071,0.000487715386313525,"Dpysl3/Kif5c/Stmn2/Tubb3/Crmp1/Shtn1/Apc/Nectin1/Map1b/Hsp90aa1/Lrig2/Ncam1/Dclk1/Myh10/Epha4/Pclo/Nrp1/Lmtk2/Ppp1r9a/Tsc2/Map2/Pak1/L1cam/Rufy3/Cxadr/Rac3/Erc2/Marcks/Nefl/Hsp90ab1/Dscam/Mapt/Ndel1/Pafah1b1/Copg2/Klc1",36
"GO:0099571","CC","GO:0099571","postsynaptic cytoskeleton","10/927","22/10713",5.52071694389759e-06,0.000763784769749924,0.000657215336552606,"Nefm/Myh10/Ppp1r9a/Myo5a/Marcks/Nefl/Sptbn2/Ina/Myo6/Actg1",10
"GO:0098552","CC","GO:0098552","side of membrane","51/927","320/10713",1.27370508266763e-05,0.00151545430735795,0.0013040058562132,"Gng4/Cd83/Kit/Cd84/Vsir/Ncf1/Cxcl10/Tnf/Mdga2/Syt6/Abcb1b/Gpc6/Epha5/H2-T24/Kdr/Vcam1/Negr1/Efna1/Kras/Akap5/Cntn1/Lsamp/Cd44/Icam1/Ncam1/Myh10/Igsf21/Jak2/L1cam/Ap2a2/Gphn/Kcnma1/Gnai1/Mcf2l/Dst/Fas/Gng2/Gnai3/Epm2aip1/Prmt8/Mapt/Pten/Gna13/Gsr/Slc7a5/Itgav/Fyn/Clcn3/Canx/Atp6ap2/Rab5a",51
"GO:0098685","CC","GO:0098685","Schaffer collateral - CA1 synapse","24/927","128/10713",0.000225164841984906,0.0115474624566225,0.00993626702878946,"Snap91/Cacna1b/Bcr/Ncam1/Epha4/Syn2/L1cam/Grm5/Myo5a/Syn1/Nefl/Sh3gl2/Rock1/Apba2/Anks1b/Slc9a6/Gabrb1/Ina/Fyn/Pafah1b1/Myo6/Ptn/Actg1/Syt11",24
"GO:0080008","CC","GO:0080008","Cul4-RING E3 ubiquitin ligase complex","9/927","29/10713",0.000534213375888433,0.020503454020389,0.0176426461592221,"Dtl/Dcaf10/Ercc8/Cul4a/Dcaf17/Trpc4ap/Dcaf7/Dcaf13/Dcaf8",9
"GO:0043209","CC","GO:0043209","myelin sheath","30/927","185/10713",0.000563195959199207,0.0210617889083733,0.0181230776444373,"Cntn1/Hsp90aa1/Nefm/Atp1a3/Napb/Ncam1/Actr1a/Sucla2/Syn2/Nfasc/Syn1/Nefl/Sptan1/Ywhag/Pdha1/Plcb1/Vcp/Pgam1/Pten/Ina/Stxbp1/Nsf/Canx/Gpi1/Hspa5/Tcp1/Hspa9/Cltc/Atp1b1/Actg1",30
"GO:0098858","CC","GO:0098858","actin-based cell projection","24/927","136/10713",0.000571838887497284,0.0210617889083733,0.0181230776444373,"Vcam1/Tubb3/Shtn1/Spata13/Gap43/Dync1h1/Akap5/Slc6a6/Calb2/Cd44/Epha4/Enah/Ppp1r9a/Myo1c/Map2/Myo5a/Nfasc/Rufy3/Cxadr/Slc7a5/Itgav/Pafah1b1/Pls3/Myo6",24
"GO:0045111","CC","GO:0045111","intermediate filament cytoskeleton","15/927","68/10713",0.000573543419592617,0.0210617889083733,0.0181230776444373,"Ddx60/Zfp131/Macf1/Nefm/Cct8/Nrp1/Myo5a/Nefl/Dst/Pja2/Narf/Prkce/Ndel1/Ina/Csnk1a1",15
"GO:0099513","CC","GO:0099513","polymeric cytoskeletal fiber","62/927","476/10713",0.000670759850027775,0.0233628088192249,0.0201030406327274,"Kif20a/Dpysl3/Ska1/Mical1/Kif5c/Haus6/Anxa1/Ttl/Gtse1/Tubb3/Nav1/Shtn1/Apc/Wdr44/Macf1/Dync1h1/Map1b/Nefm/Cct8/Afap1/Dync1li2/Katnal1/Kif3a/Nrp1/Myo1c/Map2/Pak1/Psrc1/Map1a/Myo5a/Eif3a/Rac3/Marcks/Nefl/Dst/Dnm3/Ddx6/Dynll2/Jakmip1/Cep170b/Ttll7/Dnm1l/Camsap2/Clip1/Narf/Mapt/Kif1b/Map9/Ndel1/Ina/Fyn/Kif1a/Gabarapl1/Pafah1b1/Pls3/Myo6/Csnk1a1/Kifap3/Tcp1/Cltc/Klc1/Actg1",62
"GO:0005875","CC","GO:0005875","microtubule associated complex","19/927","100/10713",0.000829846266547274,0.0269768056813647,0.0232127834007443,"Kif20a/Kif5c/Haus6/Shtn1/Dync1h1/Map1b/Dync1li2/Katnal1/Kif3a/Nudcd3/Map2/Map1a/Dynll2/Kif1b/Ndel1/Kif1a/Pafah1b1/Kifap3/Klc1",19
"GO:0031594","CC","GO:0031594","neuromuscular junction","16/927","78/10713",0.000888984395201816,0.0281306817396575,0.0242056613318389,"Nefm/Myh10/Epha4/Pclo/Spock1/Erbin/Ppp1r9a/Cxadr/Stx1b/Nefl/Akap1/F2r/Vamp1/Prkce/Pls3/Ptn",16
"GO:0019897","CC","GO:0019897","extrinsic component of plasma membrane","17/927","88/10713",0.00126301059291504,0.0344662844828053,0.029657269499497,"Gng4/Cdh6/Snap91/Tenm2/Apc/Jak2/Cdh9/Gphn/Gnai1/Mcf2l/Gng2/Gnai3/Akap9/Cnksr2/Gna13/Fyn/Stxbp1",17
